Gene,SV type, SV key
ENSMMUP00000014963.3,NA,NA
ENSMMUP00000031458.2,NA,NA
ENSMMUP00000060938.1,NA,NA
ENSMMUP00000056411.1,NA,NA
ENSMMUP00000018425.3,NA,NA
ENSMMUP00000050101.1,NA,NA
ENSMMUP00000034397.2,NA,NA
ENSMMUP00000037759.2,NA,NA
ENSMMUP00000050227.1,NA,NA
ENSMMUP00000037416.2,<DEL>,chr12:114930048:<DEL>:67822:7413.59
ENSMMUP00000048748.1,NA,NA
ENSMMUP00000015717.3,NA,NA
ENSMMUP00000060839.1,NA,NA
ENSMMUP00000045080.1,NA,NA
ENSMMUP00000058021.1,NA,NA
ENSMMUP00000005478.1,<DEL>,chrX:92753089:<DEL>:883:3724.23
ENSMMUP00000006404.2,NA,NA
ENSMMUP00000058699.1,NA,NA
ENSMMUP00000001659.3,NA,NA
ENSMMUP00000027359.1,NA,NA
ENSMMUP00000003150.2,NA,NA
ENSMMUP00000044203.1,NA,NA
ENSMMUP00000011403.2,NA,NA
ENSMMUP00000036478.2,NA,NA
ENSMMUP00000047844.1,NA,NA
ENSMMUP00000016098.2,NA,NA
ENSMMUP00000032920.1,NA,NA
ENSMMUP00000025853.3,NA,NA
ENSMMUP00000042011.1,NA,NA
ENSMMUP00000050121.1,NA,NA
ENSMMUP00000051598.1,NA,NA
ENSMMUP00000050354.1,NA,NA
ENSMMUP00000046435.1,NA,NA
ENSMMUP00000011836.3,NA,NA
ENSMMUP00000019106.3,NA,NA
ENSMMUP00000007022.3,NA,NA
ENSMMUP00000008413.3,NA,NA
ENSMMUP00000023005.3,NA,NA
ENSMMUP00000026892.3,NA,NA
ENSMMUP00000016683.2,NA,NA
ENSMMUP00000030101.3,NA,NA
ENSMMUP00000045229.1,NA,NA
ENSMMUP00000030562.3,NA,NA
ENSMMUP00000046681.1,NA,NA
ENSMMUP00000060242.1,NA,NA
ENSMMUP00000040335.2,NA,NA
ENSMMUP00000015803.2,NA,NA
ENSMMUP00000005959.3,NA,NA
ENSMMUP00000004328.3,NA,NA
ENSMMUP00000027926.3,NA,NA
ENSMMUP00000051606.1,NA,NA
ENSMMUP00000050734.1,NA,NA
ENSMMUP00000014942.1,NA,NA
ENSMMUP00000011844.3,NA,NA
ENSMMUP00000039316.2,NA,NA
ENSMMUP00000000314.2,NA,NA
ENSMMUP00000041035.1,NA,NA
ENSMMUP00000013785.3,NA,NA
ENSMMUP00000039185.2,NA,NA
ENSMMUP00000050909.1,NA,NA
ENSMMUP00000057283.1,NA,NA
ENSMMUP00000046294.1,NA,NA
ENSMMUP00000033236.2,NA,NA
ENSMMUP00000058408.1,NA,NA
ENSMMUP00000028837.3,NA,NA
ENSMMUP00000029985.3,NA,NA
ENSMMUP00000052382.1,NA,NA
ENSMMUP00000019581.2,NA,NA
ENSMMUP00000026935.3,NA,NA
ENSMMUP00000002816.2,NA,NA
ENSMMUP00000042450.1,NA,NA
ENSMMUP00000012989.2,NA,NA
ENSMMUP00000012517.3,NA,NA
ENSMMUP00000054716.1,NA,NA
ENSMMUP00000053839.1,NA,NA
ENSMMUP00000008504.2,NA,NA
ENSMMUP00000058148.1,NA,NA
ENSMMUP00000024904.3,NA,NA
ENSMMUP00000023279.3,NA,NA
ENSMMUP00000006559.1,NA,NA
ENSMMUP00000053819.1,NA,NA
ENSMMUP00000042809.1,NA,NA
ENSMMUP00000043468.1,NA,NA
ENSMMUP00000045309.1,NA,NA
ENSMMUP00000043599.1,NA,NA
ENSMMUP00000003941.3,NA,NA
ENSMMUP00000005553.3,NA,NA
ENSMMUP00000003452.3,NA,NA
ENSMMUP00000024716.2,NA,NA
ENSMMUP00000048860.1,NA,NA
ENSMMUP00000004870.2,NA,NA
ENSMMUP00000032359.2,NA,NA
ENSMMUP00000050764.1,NA,NA
ENSMMUP00000016426.3,NA,NA
ENSMMUP00000044460.1,NA,NA
ENSMMUP00000018215.3,NA,NA
ENSMMUP00000027296.3,NA,NA
ENSMMUP00000058806.1,NA,NA
ENSMMUP00000050342.1,NA,NA
ENSMMUP00000000650.2,NA,NA
ENSMMUP00000036306.2,NA,NA
ENSMMUP00000024787.3,NA,NA
ENSMMUP00000058545.1,NA,NA
ENSMMUP00000012995.2,NA,NA
ENSMMUP00000027873.2,NA,NA
ENSMMUP00000044364.1,NA,NA
ENSMMUP00000052513.1,NA,NA
ENSMMUP00000020863.1,NA,NA
ENSMMUP00000009612.2,NA,NA
ENSMMUP00000040958.2,NA,NA
ENSMMUP00000008687.3,NA,NA
ENSMMUP00000059244.1,NA,NA
ENSMMUP00000044470.1,NA,NA
ENSMMUP00000011270.2,NA,NA
ENSMMUP00000022044.2,NA,NA
ENSMMUP00000024531.2,NA,NA
ENSMMUP00000002084.2,NA,NA
ENSMMUP00000016582.3,NA,NA
ENSMMUP00000011127.2,NA,NA
ENSMMUP00000015440.3,NA,NA
ENSMMUP00000042497.1,NA,NA
ENSMMUP00000048924.1,NA,NA
ENSMMUP00000059464.1,NA,NA
ENSMMUP00000015099.3,NA,NA
ENSMMUP00000025812.2,NA,NA
ENSMMUP00000061030.1,NA,NA
ENSMMUP00000059296.1,NA,NA
ENSMMUP00000003436.1,NA,NA
ENSMMUP00000042647.1,NA,NA
ENSMMUP00000029094.3,NA,NA
ENSMMUP00000051362.1,NA,NA
ENSMMUP00000028133.2,NA,NA
ENSMMUP00000015707.3,NA,NA
ENSMMUP00000039385.2,NA,NA
ENSMMUP00000011720.1,NA,NA
ENSMMUP00000039239.2,NA,NA
ENSMMUP00000044043.1,NA,NA
ENSMMUP00000001680.2,NA,NA
ENSMMUP00000027278.3,NA,NA
ENSMMUP00000005044.2,NA,NA
ENSMMUP00000050562.1,NA,NA
ENSMMUP00000048527.1,NA,NA
ENSMMUP00000008280.3,NA,NA
ENSMMUP00000020197.3,NA,NA
ENSMMUP00000036523.2,NA,NA
ENSMMUP00000009993.3,NA,NA
ENSMMUP00000016921.3,NA,NA
ENSMMUP00000055595.1,NA,NA
ENSMMUP00000009146.3,NA,NA
ENSMMUP00000012779.2,NA,NA
ENSMMUP00000057765.1,NA,NA
ENSMMUP00000001705.2,NA,NA
ENSMMUP00000040078.1,NA,NA
ENSMMUP00000003065.3,NA,NA
ENSMMUP00000043643.1,NA,NA
ENSMMUP00000015791.3,NA,NA
ENSMMUP00000043017.1,NA,NA
ENSMMUP00000013848.3,NA,NA
ENSMMUP00000047666.1,NA,NA
ENSMMUP00000027489.3,NA,NA
ENSMMUP00000019496.3,NA,NA
ENSMMUP00000055702.1,NA,NA
ENSMMUP00000022433.3,NA,NA
ENSMMUP00000036336.2,NA,NA
ENSMMUP00000053502.1,NA,NA
ENSMMUP00000017197.2,NA,NA
ENSMMUP00000045329.1,NA,NA
ENSMMUP00000044945.1,NA,NA
ENSMMUP00000019737.3,NA,NA
ENSMMUP00000008773.3,NA,NA
ENSMMUP00000012849.3,NA,NA
ENSMMUP00000025948.2,NA,NA
ENSMMUP00000041436.1,NA,NA
ENSMMUP00000033547.2,NA,NA
ENSMMUP00000051424.1,NA,NA
ENSMMUP00000058676.1,NA,NA
ENSMMUP00000016842.3,NA,NA
ENSMMUP00000010972.3,NA,NA
ENSMMUP00000023557.2,NA,NA
ENSMMUP00000033885.2,NA,NA
ENSMMUP00000013160.3,NA,NA
ENSMMUP00000037042.2,NA,NA
ENSMMUP00000036358.1,NA,NA
ENSMMUP00000031438.2,NA,NA
ENSMMUP00000002848.2,NA,NA
ENSMMUP00000039684.2,NA,NA
ENSMMUP00000004884.3,NA,NA
ENSMMUP00000032690.2,NA,NA
ENSMMUP00000057412.1,NA,NA
ENSMMUP00000017173.3,<DEL>,chr13:90947445:<DEL>:40595:118.59
ENSMMUP00000045181.1,NA,NA
ENSMMUP00000031351.3,NA,NA
ENSMMUP00000060613.1,NA,NA
ENSMMUP00000043510.1,NA,NA
ENSMMUP00000010317.2,NA,NA
ENSMMUP00000036079.2,NA,NA
ENSMMUP00000034905.1,NA,NA
ENSMMUP00000056887.1,NA,NA
ENSMMUP00000034370.2,NA,NA
ENSMMUP00000028791.2,NA,NA
ENSMMUP00000007074.3,NA,NA
ENSMMUP00000061029.1,NA,NA
ENSMMUP00000025709.3,NA,NA
ENSMMUP00000058818.1,NA,NA
ENSMMUP00000057029.1,NA,NA
ENSMMUP00000041412.1,NA,NA
ENSMMUP00000035725.2,NA,NA
ENSMMUP00000003834.2,NA,NA
ENSMMUP00000007888.3,NA,NA
ENSMMUP00000045311.1,NA,NA
ENSMMUP00000002887.3,NA,NA
ENSMMUP00000047705.1,NA,NA
ENSMMUP00000024527.3,NA,NA
ENSMMUP00000051338.1,NA,NA
ENSMMUP00000053327.1,NA,NA
ENSMMUP00000007529.1,NA,NA
ENSMMUP00000050249.1,NA,NA
ENSMMUP00000051178.1,NA,NA
ENSMMUP00000061002.1,NA,NA
ENSMMUP00000058862.1,NA,NA
ENSMMUP00000034911.2,NA,NA
ENSMMUP00000007915.3,NA,NA
ENSMMUP00000018337.2,NA,NA
ENSMMUP00000030117.3,NA,NA
ENSMMUP00000060309.1,NA,NA
ENSMMUP00000049746.1,NA,NA
ENSMMUP00000012479.1,NA,NA
ENSMMUP00000042985.1,NA,NA
ENSMMUP00000020228.2,NA,NA
ENSMMUP00000006618.3,NA,NA
ENSMMUP00000018061.3,NA,NA
ENSMMUP00000021384.3,NA,NA
ENSMMUP00000041448.1,NA,NA
ENSMMUP00000003050.3,NA,NA
ENSMMUP00000050754.1,NA,NA
ENSMMUP00000024950.3,NA,NA
ENSMMUP00000008445.3,NA,NA
ENSMMUP00000059929.1,NA,NA
ENSMMUP00000049037.1,NA,NA
ENSMMUP00000024334.3,NA,NA
ENSMMUP00000058613.1,NA,NA
ENSMMUP00000053606.1,NA,NA
ENSMMUP00000024958.3,NA,NA
ENSMMUP00000057716.1,NA,NA
ENSMMUP00000048270.1,NA,NA
ENSMMUP00000058957.1,NA,NA
ENSMMUP00000005498.3,NA,NA
ENSMMUP00000058456.1,NA,NA
ENSMMUP00000001831.2,NA,NA
ENSMMUP00000011716.3,NA,NA
ENSMMUP00000025418.2,NA,NA
ENSMMUP00000000310.2,NA,NA
ENSMMUP00000024404.3,NA,NA
ENSMMUP00000010403.1,NA,NA
ENSMMUP00000054924.1,NA,NA
ENSMMUP00000055843.1,NA,NA
ENSMMUP00000008050.3,NA,NA
ENSMMUP00000031849.2,NA,NA
ENSMMUP00000020317.3,NA,NA
ENSMMUP00000010887.3,NA,NA
ENSMMUP00000042650.1,NA,NA
ENSMMUP00000058603.1,NA,NA
ENSMMUP00000035712.2,NA,NA
ENSMMUP00000014101.2,NA,NA
ENSMMUP00000044399.1,NA,NA
ENSMMUP00000002363.2,NA,NA
ENSMMUP00000014206.3,NA,NA
ENSMMUP00000060174.1,NA,NA
ENSMMUP00000023441.2,NA,NA
ENSMMUP00000043784.1,NA,NA
ENSMMUP00000041267.2,NA,NA
ENSMMUP00000054956.1,NA,NA
ENSMMUP00000003732.2,NA,NA
ENSMMUP00000023677.3,NA,NA
ENSMMUP00000019351.3,NA,NA
ENSMMUP00000055265.1,NA,NA
ENSMMUP00000036826.1,NA,NA
ENSMMUP00000045571.1,NA,NA
ENSMMUP00000050153.1,NA,NA
ENSMMUP00000001491.3,NA,NA
ENSMMUP00000058515.1,<DEL>,chr1:224679963:<DEL>:78733:3408.89
ENSMMUP00000008375.3,NA,NA
ENSMMUP00000058552.1,NA,NA
ENSMMUP00000041553.1,NA,NA
ENSMMUP00000023576.3,NA,NA
ENSMMUP00000026543.3,NA,NA
ENSMMUP00000056248.1,NA,NA
ENSMMUP00000018746.3,NA,NA
ENSMMUP00000047077.1,NA,NA
ENSMMUP00000051855.1,NA,NA
ENSMMUP00000002380.1,NA,NA
ENSMMUP00000020215.2,NA,NA
ENSMMUP00000049898.1,NA,NA
ENSMMUP00000044884.1,NA,NA
ENSMMUP00000014809.3,NA,NA
ENSMMUP00000027758.3,NA,NA
ENSMMUP00000043597.1,NA,NA
ENSMMUP00000057970.1,NA,NA
ENSMMUP00000017952.3,NA,NA
ENSMMUP00000053784.1,NA,NA
ENSMMUP00000043958.1,NA,NA
ENSMMUP00000027532.2,NA,NA
ENSMMUP00000028883.3,NA,NA
ENSMMUP00000042385.1,NA,NA
ENSMMUP00000053074.1,NA,NA
ENSMMUP00000008088.3,NA,NA
ENSMMUP00000015898.3,NA,NA
ENSMMUP00000012038.3,NA,NA
ENSMMUP00000037288.2,NA,NA
ENSMMUP00000028722.3,NA,NA
ENSMMUP00000022231.3,NA,NA
ENSMMUP00000003491.3,NA,NA
ENSMMUP00000059031.1,NA,NA
ENSMMUP00000004458.2,NA,NA
ENSMMUP00000017148.3,NA,NA
ENSMMUP00000047234.1,NA,NA
ENSMMUP00000053731.1,NA,NA
ENSMMUP00000028070.3,NA,NA
ENSMMUP00000011977.3,NA,NA
ENSMMUP00000050595.1,NA,NA
ENSMMUP00000060429.1,NA,NA
ENSMMUP00000004743.3,NA,NA
ENSMMUP00000006666.3,NA,NA
ENSMMUP00000023553.3,NA,NA
ENSMMUP00000054030.1,NA,NA
ENSMMUP00000014784.2,NA,NA
ENSMMUP00000048596.1,NA,NA
ENSMMUP00000049811.1,NA,NA
ENSMMUP00000056193.1,NA,NA
ENSMMUP00000002872.2,NA,NA
ENSMMUP00000006434.3,NA,NA
ENSMMUP00000050847.1,NA,NA
ENSMMUP00000039654.2,NA,NA
ENSMMUP00000045327.1,NA,NA
ENSMMUP00000047624.1,NA,NA
ENSMMUP00000019586.3,NA,NA
ENSMMUP00000042817.1,NA,NA
ENSMMUP00000029907.3,NA,NA
ENSMMUP00000054348.1,NA,NA
ENSMMUP00000032098.2,NA,NA
ENSMMUP00000055765.1,NA,NA
ENSMMUP00000013605.3,NA,NA
ENSMMUP00000027691.3,NA,NA
ENSMMUP00000012208.3,NA,NA
ENSMMUP00000005203.3,NA,NA
ENSMMUP00000010871.1,NA,NA
ENSMMUP00000023431.3,NA,NA
ENSMMUP00000054375.1,NA,NA
ENSMMUP00000030932.3,NA,NA
ENSMMUP00000040386.2,NA,NA
ENSMMUP00000040604.2,NA,NA
ENSMMUP00000058528.1,NA,NA
ENSMMUP00000030276.3,NA,NA
ENSMMUP00000010189.1,NA,NA
ENSMMUP00000000006.2,NA,NA
ENSMMUP00000049442.1,NA,NA
ENSMMUP00000009300.3,NA,NA
ENSMMUP00000045035.1,NA,NA
ENSMMUP00000032518.2,<DEL>,chr7:167435401:<DEL>:831:3918.05
ENSMMUP00000023722.3,NA,NA
ENSMMUP00000040134.2,NA,NA
ENSMMUP00000033355.2,NA,NA
ENSMMUP00000059872.1,NA,NA
ENSMMUP00000019643.1,NA,NA
ENSMMUP00000021145.3,NA,NA
ENSMMUP00000038531.2,NA,NA
ENSMMUP00000011690.3,NA,NA
ENSMMUP00000009009.2,NA,NA
ENSMMUP00000032151.2,NA,NA
ENSMMUP00000009555.3,NA,NA
ENSMMUP00000017385.3,NA,NA
ENSMMUP00000030872.3,NA,NA
ENSMMUP00000018053.3,NA,NA
ENSMMUP00000016402.3,NA,NA
ENSMMUP00000040990.1,NA,NA
ENSMMUP00000055287.1,NA,NA
ENSMMUP00000037380.1,NA,NA
ENSMMUP00000003214.3,NA,NA
ENSMMUP00000028598.3,NA,NA
ENSMMUP00000017034.3,NA,NA
ENSMMUP00000003477.2,NA,NA
ENSMMUP00000041824.1,NA,NA
ENSMMUP00000001586.3,NA,NA
ENSMMUP00000043253.1,NA,NA
ENSMMUP00000023926.3,NA,NA
ENSMMUP00000011702.3,NA,NA
ENSMMUP00000055104.1,NA,NA
ENSMMUP00000010222.3,NA,NA
ENSMMUP00000056315.1,NA,NA
ENSMMUP00000027176.3,NA,NA
ENSMMUP00000002408.3,NA,NA
ENSMMUP00000001579.3,NA,NA
ENSMMUP00000048851.1,NA,NA
ENSMMUP00000005312.3,NA,NA
ENSMMUP00000030634.3,NA,NA
ENSMMUP00000041789.1,NA,NA
ENSMMUP00000007282.2,NA,NA
ENSMMUP00000020239.2,NA,NA
ENSMMUP00000024853.3,NA,NA
ENSMMUP00000001578.3,NA,NA
ENSMMUP00000025549.3,NA,NA
ENSMMUP00000001254.3,NA,NA
ENSMMUP00000000814.3,NA,NA
ENSMMUP00000028499.3,NA,NA
ENSMMUP00000020188.2,NA,NA
ENSMMUP00000034703.2,NA,NA
ENSMMUP00000000522.2,NA,NA
ENSMMUP00000028344.2,NA,NA
ENSMMUP00000033369.2,NA,NA
ENSMMUP00000045643.1,NA,NA
ENSMMUP00000007589.3,NA,NA
ENSMMUP00000055535.1,NA,NA
ENSMMUP00000042190.1,NA,NA
ENSMMUP00000056405.1,NA,NA
ENSMMUP00000011809.3,NA,NA
ENSMMUP00000048505.1,NA,NA
ENSMMUP00000022909.3,NA,NA
ENSMMUP00000060063.1,NA,NA
ENSMMUP00000053040.1,NA,NA
ENSMMUP00000023667.3,NA,NA
ENSMMUP00000010962.3,NA,NA
ENSMMUP00000014325.2,NA,NA
ENSMMUP00000037126.2,NA,NA
ENSMMUP00000011194.3,NA,NA
ENSMMUP00000035817.2,NA,NA
ENSMMUP00000010309.3,NA,NA
ENSMMUP00000033367.2,NA,NA
ENSMMUP00000002652.3,NA,NA
ENSMMUP00000050401.1,NA,NA
ENSMMUP00000001696.1,NA,NA
ENSMMUP00000006212.2,NA,NA
ENSMMUP00000041549.1,NA,NA
ENSMMUP00000056443.1,NA,NA
ENSMMUP00000042538.1,NA,NA
ENSMMUP00000023403.2,NA,NA
ENSMMUP00000019506.1,NA,NA
ENSMMUP00000045736.1,NA,NA
ENSMMUP00000033089.2,NA,NA
ENSMMUP00000011066.1,NA,NA
ENSMMUP00000057735.1,NA,NA
ENSMMUP00000036063.1,NA,NA
ENSMMUP00000008913.3,NA,NA
ENSMMUP00000050446.1,NA,NA
ENSMMUP00000035807.2,NA,NA
ENSMMUP00000056972.1,NA,NA
ENSMMUP00000051700.1,NA,NA
ENSMMUP00000027860.2,NA,NA
ENSMMUP00000022146.2,NA,NA
ENSMMUP00000059346.1,NA,NA
ENSMMUP00000042425.1,NA,NA
ENSMMUP00000059978.1,NA,NA
ENSMMUP00000021885.2,NA,NA
ENSMMUP00000013087.3,NA,NA
ENSMMUP00000002350.3,NA,NA
ENSMMUP00000021377.1,NA,NA
ENSMMUP00000054240.1,NA,NA
ENSMMUP00000008618.3,NA,NA
ENSMMUP00000048798.1,NA,NA
ENSMMUP00000058856.1,NA,NA
ENSMMUP00000058273.1,NA,NA
ENSMMUP00000010915.2,NA,NA
ENSMMUP00000054034.1,NA,NA
ENSMMUP00000010996.1,NA,NA
ENSMMUP00000018189.3,NA,NA
ENSMMUP00000042219.1,NA,NA
ENSMMUP00000043483.1,NA,NA
ENSMMUP00000029680.1,NA,NA
ENSMMUP00000036495.2,NA,NA
ENSMMUP00000056189.1,NA,NA
ENSMMUP00000060051.1,NA,NA
ENSMMUP00000057059.1,NA,NA
ENSMMUP00000014320.2,NA,NA
ENSMMUP00000012791.3,NA,NA
ENSMMUP00000030671.1,NA,NA
ENSMMUP00000013097.2,NA,NA
ENSMMUP00000012069.2,NA,NA
ENSMMUP00000005146.3,NA,NA
ENSMMUP00000047716.1,NA,NA
ENSMMUP00000049029.1,NA,NA
ENSMMUP00000005074.3,NA,NA
ENSMMUP00000026314.3,NA,NA
ENSMMUP00000052923.1,NA,NA
ENSMMUP00000005437.3,NA,NA
ENSMMUP00000021614.3,NA,NA
ENSMMUP00000009447.3,NA,NA
ENSMMUP00000037965.1,NA,NA
ENSMMUP00000019191.2,NA,NA
ENSMMUP00000016959.3,NA,NA
ENSMMUP00000056127.1,NA,NA
ENSMMUP00000017292.3,NA,NA
ENSMMUP00000031218.3,NA,NA
ENSMMUP00000013731.3,NA,NA
ENSMMUP00000015165.3,NA,NA
ENSMMUP00000007364.3,NA,NA
ENSMMUP00000028483.3,NA,NA
ENSMMUP00000049680.1,NA,NA
ENSMMUP00000002201.3,NA,NA
ENSMMUP00000027184.3,NA,NA
ENSMMUP00000029229.2,NA,NA
ENSMMUP00000056296.1,NA,NA
ENSMMUP00000032111.2,NA,NA
ENSMMUP00000012096.2,NA,NA
ENSMMUP00000031363.3,NA,NA
ENSMMUP00000040780.2,NA,NA
ENSMMUP00000033771.2,NA,NA
ENSMMUP00000050190.1,NA,NA
ENSMMUP00000043522.1,NA,NA
ENSMMUP00000048429.1,NA,NA
ENSMMUP00000001393.3,NA,NA
ENSMMUP00000042896.1,NA,NA
ENSMMUP00000054171.1,NA,NA
ENSMMUP00000024756.3,NA,NA
ENSMMUP00000021982.1,NA,NA
ENSMMUP00000034044.2,NA,NA
ENSMMUP00000045494.1,NA,NA
ENSMMUP00000032105.2,NA,NA
ENSMMUP00000056065.1,NA,NA
ENSMMUP00000025984.3,NA,NA
ENSMMUP00000055482.1,<DUP>,chr9:129255080:<DUP>:66325:817.95
ENSMMUP00000001639.3,NA,NA
ENSMMUP00000038336.2,NA,NA
ENSMMUP00000020617.3,NA,NA
ENSMMUP00000060245.1,NA,NA
ENSMMUP00000030565.3,NA,NA
ENSMMUP00000029439.3,NA,NA
ENSMMUP00000000851.3,NA,NA
ENSMMUP00000054046.1,NA,NA
ENSMMUP00000038246.2,NA,NA
ENSMMUP00000006647.3,NA,NA
ENSMMUP00000048280.1,NA,NA
ENSMMUP00000032396.2,NA,NA
ENSMMUP00000017538.3,NA,NA
ENSMMUP00000032859.2,NA,NA
ENSMMUP00000020691.3,NA,NA
ENSMMUP00000021791.3,NA,NA
ENSMMUP00000056756.1,NA,NA
ENSMMUP00000054584.1,NA,NA
ENSMMUP00000060488.1,NA,NA
ENSMMUP00000056394.1,NA,NA
ENSMMUP00000019572.3,NA,NA
ENSMMUP00000058199.1,NA,NA
ENSMMUP00000055428.1,NA,NA
ENSMMUP00000052037.1,NA,NA
ENSMMUP00000002749.3,NA,NA
ENSMMUP00000002692.3,NA,NA
ENSMMUP00000056335.1,NA,NA
ENSMMUP00000014922.3,NA,NA
ENSMMUP00000046456.1,NA,NA
ENSMMUP00000048987.1,NA,NA
ENSMMUP00000013953.3,NA,NA
ENSMMUP00000019408.1,NA,NA
ENSMMUP00000035144.1,NA,NA
ENSMMUP00000025765.3,NA,NA
ENSMMUP00000049944.1,NA,NA
ENSMMUP00000039509.1,NA,NA
ENSMMUP00000047840.1,NA,NA
ENSMMUP00000017313.3,NA,NA
ENSMMUP00000011509.3,NA,NA
ENSMMUP00000043682.1,NA,NA
ENSMMUP00000044309.1,NA,NA
ENSMMUP00000021080.3,NA,NA
ENSMMUP00000047825.1,NA,NA
ENSMMUP00000015006.3,NA,NA
ENSMMUP00000050276.1,NA,NA
ENSMMUP00000047708.1,NA,NA
ENSMMUP00000025152.3,NA,NA
ENSMMUP00000000433.3,NA,NA
ENSMMUP00000007353.2,NA,NA
ENSMMUP00000019086.3,NA,NA
ENSMMUP00000018571.3,NA,NA
ENSMMUP00000051137.1,NA,NA
ENSMMUP00000023928.3,NA,NA
ENSMMUP00000045486.1,NA,NA
ENSMMUP00000005421.2,NA,NA
ENSMMUP00000048012.1,NA,NA
ENSMMUP00000020111.3,NA,NA
ENSMMUP00000020815.3,NA,NA
ENSMMUP00000004043.3,NA,NA
ENSMMUP00000013782.3,NA,NA
ENSMMUP00000005123.2,NA,NA
ENSMMUP00000030579.2,NA,NA
ENSMMUP00000010672.3,NA,NA
ENSMMUP00000013595.1,NA,NA
ENSMMUP00000021212.3,NA,NA
ENSMMUP00000050703.1,NA,NA
ENSMMUP00000045657.1,NA,NA
ENSMMUP00000012288.3,NA,NA
ENSMMUP00000057101.1,NA,NA
ENSMMUP00000030359.2,NA,NA
ENSMMUP00000000862.3,NA,NA
ENSMMUP00000025661.2,NA,NA
ENSMMUP00000000782.3,NA,NA
ENSMMUP00000049075.1,NA,NA
ENSMMUP00000038427.1,NA,NA
ENSMMUP00000017330.3,NA,NA
ENSMMUP00000060305.1,<DEL>,chr16:38172854:<DEL>:2363:1042.5
ENSMMUP00000012375.3,NA,NA
ENSMMUP00000015700.3,NA,NA
ENSMMUP00000022396.3,NA,NA
ENSMMUP00000059196.1,NA,NA
ENSMMUP00000001186.2,NA,NA
ENSMMUP00000054193.1,NA,NA
ENSMMUP00000045708.1,NA,NA
ENSMMUP00000058700.1,NA,NA
ENSMMUP00000008188.3,NA,NA
ENSMMUP00000008003.2,NA,NA
ENSMMUP00000048529.1,NA,NA
ENSMMUP00000053129.1,NA,NA
ENSMMUP00000004539.3,NA,NA
ENSMMUP00000050593.1,NA,NA
ENSMMUP00000004783.3,NA,NA
ENSMMUP00000013503.3,NA,NA
ENSMMUP00000050206.1,NA,NA
ENSMMUP00000011432.3,NA,NA
ENSMMUP00000033759.2,NA,NA
ENSMMUP00000052575.1,NA,NA
ENSMMUP00000029416.3,NA,NA
ENSMMUP00000053999.1,NA,NA
ENSMMUP00000057169.1,NA,NA
ENSMMUP00000030307.3,NA,NA
ENSMMUP00000011889.3,NA,NA
ENSMMUP00000007621.3,NA,NA
ENSMMUP00000034182.2,NA,NA
ENSMMUP00000004793.2,NA,NA
ENSMMUP00000054450.1,NA,NA
ENSMMUP00000058330.1,NA,NA
ENSMMUP00000022047.3,NA,NA
ENSMMUP00000023881.3,NA,NA
ENSMMUP00000058681.1,NA,NA
ENSMMUP00000030828.3,NA,NA
ENSMMUP00000046300.1,NA,NA
ENSMMUP00000012756.2,NA,NA
ENSMMUP00000047686.1,NA,NA
ENSMMUP00000004400.2,NA,NA
ENSMMUP00000047318.1,NA,NA
ENSMMUP00000045267.1,NA,NA
ENSMMUP00000011638.2,NA,NA
ENSMMUP00000002670.3,NA,NA
ENSMMUP00000059701.1,NA,NA
ENSMMUP00000045554.1,NA,NA
ENSMMUP00000022501.3,NA,NA
ENSMMUP00000031179.3,NA,NA
ENSMMUP00000061066.1,NA,NA
ENSMMUP00000034666.2,NA,NA
ENSMMUP00000019685.3,NA,NA
ENSMMUP00000002628.3,NA,NA
ENSMMUP00000044060.1,NA,NA
ENSMMUP00000028955.3,NA,NA
ENSMMUP00000048749.1,NA,NA
ENSMMUP00000007796.2,NA,NA
ENSMMUP00000040834.2,NA,NA
ENSMMUP00000060370.1,NA,NA
ENSMMUP00000020492.3,NA,NA
ENSMMUP00000000546.3,NA,NA
ENSMMUP00000022726.2,NA,NA
ENSMMUP00000046432.1,NA,NA
ENSMMUP00000055400.1,NA,NA
ENSMMUP00000057766.1,NA,NA
ENSMMUP00000036226.2,NA,NA
ENSMMUP00000002506.3,NA,NA
ENSMMUP00000044702.1,NA,NA
ENSMMUP00000008624.3,NA,NA
ENSMMUP00000047814.1,NA,NA
ENSMMUP00000044368.1,NA,NA
ENSMMUP00000002562.2,NA,NA
ENSMMUP00000048737.1,NA,NA
ENSMMUP00000029862.2,NA,NA
ENSMMUP00000019909.2,NA,NA
ENSMMUP00000031487.2,NA,NA
ENSMMUP00000007736.2,NA,NA
ENSMMUP00000054458.1,NA,NA
ENSMMUP00000059986.1,NA,NA
ENSMMUP00000050170.1,NA,NA
ENSMMUP00000039412.2,NA,NA
ENSMMUP00000031355.3,NA,NA
ENSMMUP00000019683.3,NA,NA
ENSMMUP00000014160.2,NA,NA
ENSMMUP00000034642.2,NA,NA
ENSMMUP00000031345.3,NA,NA
ENSMMUP00000009951.2,NA,NA
ENSMMUP00000050810.1,NA,NA
ENSMMUP00000006095.3,NA,NA
ENSMMUP00000011251.3,NA,NA
ENSMMUP00000047473.1,NA,NA
ENSMMUP00000038248.2,NA,NA
ENSMMUP00000049196.1,NA,NA
ENSMMUP00000014664.3,NA,NA
ENSMMUP00000049701.1,NA,NA
ENSMMUP00000060285.1,NA,NA
ENSMMUP00000031916.1,NA,NA
ENSMMUP00000050420.1,NA,NA
